LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Hour,DayOfWeek,EventFrequency,Anomalous
1150,1981-11-01,23039,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,2,6,224,0
1151,1981-11-01,23039,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3428998332517532825 is added to invalidSet of 10.251.43.192:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,2,6,224,0
1152,1981-11-01,23139,19,INFO,dfs.FSDataset,Deleting block blk_-7106479503467535906 file /mnt/hadoop/dfs/data/current/subdir32/blk_-7106479503467535906,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1153,1981-11-01,23149,19,INFO,dfs.FSDataset,Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1154,1981-11-01,23156,19,INFO,dfs.FSDataset,Deleting block blk_-5429479049793046826 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5429479049793046826,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1155,1981-11-01,23158,19,INFO,dfs.FSDataset,Deleting block blk_-6431101765137189231 file /mnt/hadoop/dfs/data/current/subdir33/blk_-6431101765137189231,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1156,1981-11-01,23216,19,INFO,dfs.FSDataset,Deleting block blk_-2923662094689783995 file /mnt/hadoop/dfs/data/current/subdir38/blk_-2923662094689783995,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1157,1981-11-01,23222,17683,INFO,dfs.DataNode$DataXceiver,10.250.14.143:50010 Served block blk_-664656559337730574 to /10.250.7.96,E1,<*>:<*> Served block blk_<*> to /<*>,2,6,80,0
1158,1981-11-01,23222,17788,INFO,dfs.DataNode$PacketResponder,Received block blk_3224393364314749254 of size 67108864 from /10.251.37.240,E11,Received block blk_<*> of size <*> from /<*>,2,6,292,0
1159,1981-11-01,23229,19,INFO,dfs.FSDataset,Deleting block blk_1483582953997932733 file /mnt/hadoop/dfs/data/current/subdir7/blk_1483582953997932733,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1160,1981-11-01,23230,19,INFO,dfs.FSDataset,Deleting block blk_-3607708283707030582 file /mnt/hadoop/dfs/data/current/subdir31/blk_-3607708283707030582,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1161,1981-11-01,23234,19,INFO,dfs.FSDataset,Deleting block blk_4365203784873840210 file /mnt/hadoop/dfs/data/current/subdir1/blk_4365203784873840210,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1162,1981-11-01,23243,19,INFO,dfs.FSDataset,Deleting block blk_1920931690498309324 file /mnt/hadoop/dfs/data/current/subdir42/blk_1920931690498309324,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1163,1981-11-01,23243,19,INFO,dfs.FSDataset,Deleting block blk_2731746367139956284 file /mnt/hadoop/dfs/data/current/subdir15/blk_2731746367139956284,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1164,1981-11-01,23247,19,INFO,dfs.FSDataset,Deleting block blk_3312198496468502316 file /mnt/hadoop/dfs/data/current/subdir36/blk_3312198496468502316,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1165,1981-11-01,23247,19,INFO,dfs.FSDataset,Deleting block blk_-626413149556394155 file /mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1166,1981-11-01,23248,18,INFO,dfs.FSDataset,Deleting block blk_1350741653957819140 file /mnt/hadoop/dfs/data/current/subdir32/blk_1350741653957819140,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1167,1981-11-01,23248,19,INFO,dfs.FSDataset,Deleting block blk_6675564098604634452 file /mnt/hadoop/dfs/data/current/subdir1/blk_6675564098604634452,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1168,1981-11-01,23249,19,INFO,dfs.FSDataset,Deleting block blk_1692958087244489888 file /mnt/hadoop/dfs/data/current/subdir62/blk_1692958087244489888,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1169,1981-11-01,23250,18,INFO,dfs.FSDataset,Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1170,1981-11-01,23250,19,INFO,dfs.FSDataset,Deleting block blk_797263375273454863 file /mnt/hadoop/dfs/data/current/subdir16/blk_797263375273454863,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1171,1981-11-01,23255,19,INFO,dfs.FSDataset,Deleting block blk_5209577451013188921 file /mnt/hadoop/dfs/data/current/subdir24/blk_5209577451013188921,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1172,1981-11-01,23304,18,INFO,dfs.FSDataset,Deleting block blk_4713539908695785630 file /mnt/hadoop/dfs/data/current/subdir39/blk_4713539908695785630,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1173,1981-11-01,23310,19,INFO,dfs.FSDataset,Deleting block blk_6148201552996212693 file /mnt/hadoop/dfs/data/current/subdir15/blk_6148201552996212693,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1174,1981-11-01,23328,19,INFO,dfs.FSDataset,Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1175,1981-11-01,23330,19,INFO,dfs.FSDataset,Deleting block blk_8761138012128091849 file /mnt/hadoop/dfs/data/current/subdir33/blk_8761138012128091849,E9,Deleting block blk_<*> file /<*>/blk_<*>,2,6,263,0
1176,1981-11-01,23749,17857,INFO,dfs.DataNode$PacketResponder,Received block blk_-4071286774767564790 of size 67108864 from /10.251.197.226,E11,Received block blk_<*> of size <*> from /<*>,2,6,292,0
1177,1981-11-01,23914,17773,INFO,dfs.DataNode$DataXceiver,10.251.122.65:50010 Served block blk_2866275036574950116 to /10.250.11.53,E1,<*>:<*> Served block blk_<*> to /<*>,2,6,80,0
1178,1981-11-01,24105,17911,INFO,dfs.DataNode$PacketResponder,Received block blk_-6811519872198278365 of size 67108864 from /10.250.6.4,E11,Received block blk_<*> of size <*> from /<*>,2,6,292,0
1179,1981-11-01,24133,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1180,1981-11-01,24247,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_1833093108290599780 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1181,1981-11-01,24304,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_9163807899833139121 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1182,1981-11-01,24309,17772,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3941798034503185737 src: /10.250.11.85:42358 dest: /10.250.11.85:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1183,1981-11-01,24325,17904,INFO,dfs.DataNode$PacketResponder,Received block blk_6894918622505820383 of size 67108864 from /10.250.14.143,E11,Received block blk_<*> of size <*> from /<*>,2,6,292,0
1184,1981-11-01,24443,17867,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6491424745418112176 src: /10.251.214.130:57008 dest: /10.251.214.130:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1185,1981-11-01,24443,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000115_0/part-00115. blk_-17685631368401548,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,2,6,115,0
1186,1981-11-01,24724,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176. blk_8924207394547472950,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,2,6,115,0
1187,1981-11-01,24742,17976,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4526931594457272384 src: /10.251.43.147:40348 dest: /10.251.43.147:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1188,1981-11-01,24831,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_5390763359901143305 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1189,1981-11-01,24901,18086,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-11867600358649678 src: /10.251.75.79:46421 dest: /10.251.75.79:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1190,1981-11-01,24901,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_2430417102497887445 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1191,1981-11-01,24901,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-747046374856916711 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1192,1981-11-01,25101,18187,INFO,dfs.DataNode$PacketResponder,Received block blk_5062112794659861146 of size 67108864 from /10.251.91.84,E11,Received block blk_<*> of size <*> from /<*>,2,6,292,0
1193,1981-11-01,25208,18218,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-116589515245909549 src: /10.251.203.179:33198 dest: /10.251.203.179:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1194,1981-11-01,25335,17997,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4628975089896927394 terminating,E10,PacketResponder <*> for block blk_<*> terminating,2,6,311,0
1195,1981-11-01,25336,18090,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-764747190320632607 src: /10.251.127.191:49914 dest: /10.251.127.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1196,1981-11-01,25346,18124,INFO,dfs.DataNode$PacketResponder,Received block blk_-8015797075596093783 of size 67108864 from /10.250.11.194,E11,Received block blk_<*> of size <*> from /<*>,2,6,292,0
1197,1981-11-01,25424,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-1675768179383804109 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1198,1981-11-01,25607,18122,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_1155029843511109085 terminating,E10,PacketResponder <*> for block blk_<*> terminating,2,6,311,0
1199,1981-11-01,25619,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_9060964400089016309 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1200,1981-11-01,25634,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-1417908110808566576 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,2,6,314,0
1201,1981-11-01,25653,18457,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7483426835701512490 terminating,E10,PacketResponder <*> for block blk_<*> terminating,2,6,311,0
1202,1981-11-01,25732,18087,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3752135158991310104 src: /10.251.70.5:44375 dest: /10.251.70.5:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1203,1981-11-01,25811,18303,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8649503431827393598 src: /10.251.199.19:48778 dest: /10.251.199.19:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,2,6,292,0
1204,1981-11-01,25903,18116,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6883339133893273874 terminating,E10,PacketResponder <*> for block blk_<*> terminating,2,6,311,0
1205,1981-11-01,25915,18170,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3695169334833427187 terminating,E10,PacketResponder <*> for block blk_<*> terminating,2,6,311,0
1206,1981-11-01,25945,18127,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6055109613223910610 terminating,E10,PacketResponder <*> for block blk_<*> terminating,2,6,311,0
1207,1981-11-01,30015,18180,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1868325377308234190 src: /10.251.42.207:50666 dest: /10.251.42.207:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1208,1981-11-01,30017,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-6338549285508312302 size 3530010,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1209,1981-11-01,30051,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_-900758580041645081 size 3543900,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1210,1981-11-01,30153,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_1756478622414930264 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1211,1981-11-01,30225,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-6555060221133060529 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1212,1981-11-01,30233,18516,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9076677650086747187 src: /10.251.35.1:52094 dest: /10.251.35.1:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1213,1981-11-01,30236,18183,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4165562468976768862 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1214,1981-11-01,30240,18460,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3295982945091621137 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1215,1981-11-01,30300,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-7637577152926063076 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1216,1981-11-01,30318,18190,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3181161977343808286 src: /10.251.43.21:40127 dest: /10.251.43.21:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1217,1981-11-01,30414,18143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6807535563873595117 src: /10.250.17.177:48934 dest: /10.250.17.177:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1218,1981-11-01,30416,18548,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7513976340045981966 src: /10.251.42.207:36468 dest: /10.251.42.207:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1219,1981-11-01,30418,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001061_0/part-01061. blk_-749176535135404637,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,3,6,115,0
1220,1981-11-01,30501,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.245:50010 is added to blk_-7909610753867924116 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1221,1981-11-01,30726,18409,INFO,dfs.DataNode$PacketResponder,Received block blk_-7247291679155656679 of size 67108864 from /10.250.10.176,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1222,1981-11-01,30736,18126,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-6369730481066968769 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1223,1981-11-01,30745,18290,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7780461223860192433 src: /10.251.127.191:58148 dest: /10.251.127.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1224,1981-11-01,30942,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001281_0/part-01281. blk_2084123600915946046,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,3,6,115,0
1225,1981-11-01,30946,18336,INFO,dfs.DataNode$DataXceiver,Receiving block blk_92273823183917102 src: /10.250.15.67:53441 dest: /10.250.15.67:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1226,1981-11-01,30950,18479,INFO,dfs.DataNode$PacketResponder,Received block blk_-1141332313413855099 of size 67108864 from /10.251.89.155,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1227,1981-11-01,30958,18454,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3016571528120363023 src: /10.251.194.102:60235 dest: /10.251.194.102:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1228,1981-11-01,31106,18346,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7678242108759603056 src: /10.251.125.193:33553 dest: /10.251.125.193:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1229,1981-11-01,31143,18339,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7526023914950151999 src: /10.250.5.161:48457 dest: /10.250.5.161:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1230,1981-11-01,31257,18567,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6380328072112550668 src: /10.250.6.191:37701 dest: /10.250.6.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1231,1981-11-01,31258,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_3222673463853349950 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1232,1981-11-01,31307,18432,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-3183355402229300197 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1233,1981-11-01,31334,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.8:50010 is added to blk_-5963475042722370536 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1234,1981-11-01,31436,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0/part-01398. blk_-7527506469734664572,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,3,6,115,0
1235,1981-11-01,31541,18484,INFO,dfs.DataNode$PacketResponder,Received block blk_9072486569292195232 of size 67108864 from /10.251.71.68,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1236,1981-11-01,31621,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-4455205822455130625 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1237,1981-11-01,31650,18225,INFO,dfs.DataNode$PacketResponder,Received block blk_3777399812922072863 of size 67108864 from /10.251.199.225,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1238,1981-11-01,31730,18310,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4633546693082073737 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1239,1981-11-01,31735,18435,INFO,dfs.DataNode$PacketResponder,Received block blk_6799391641508508235 of size 67108864 from /10.251.107.98,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1240,1981-11-01,31811,18619,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_1002945451269828722 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1241,1981-11-01,31900,18547,INFO,dfs.DataNode$PacketResponder,Received block blk_566413670355737377 of size 67108864 from /10.251.122.79,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1242,1981-11-01,31938,16978,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2819581679409796253 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1243,1981-11-01,31951,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_1512923509505250283 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1244,1981-11-01,32053,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001611_0/part-01611. blk_285336326661214154,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,3,6,115,0
1245,1981-11-01,32121,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.134:50010 is added to blk_5955377624764578810 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1246,1981-11-01,32357,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001574_0/part-01574. blk_-7458279618877678162,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,3,6,115,0
1247,1981-11-01,32416,18576,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5018765878120211503 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1248,1981-11-01,32531,18607,INFO,dfs.DataNode$DataXceiver,Receiving block blk_313888672758374538 src: /10.251.39.179:40031 dest: /10.251.39.179:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1249,1981-11-01,32544,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_3764801892187716497 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1250,1981-11-01,32612,18586,INFO,dfs.DataNode$PacketResponder,Received block blk_-3491385689517593364 of size 67108864 from /10.251.193.224,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1251,1981-11-01,32655,18710,INFO,dfs.DataNode$PacketResponder,Received block blk_-2243784245784480521 of size 67108864 from /10.250.6.191,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1252,1981-11-01,32813,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to blk_-4052810234606327693 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1253,1981-11-01,32825,18758,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6695620358347030339 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1254,1981-11-01,32828,18581,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5102453487463005287 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1255,1981-11-01,32900,18814,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7924393760966842810 src: /10.251.202.209:59148 dest: /10.251.202.209:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1256,1981-11-01,32917,18710,INFO,dfs.DataNode$PacketResponder,Received block blk_5915244038969911075 of size 67108864 from /10.250.11.53,E11,Received block blk_<*> of size <*> from /<*>,3,6,292,0
1257,1981-11-01,33110,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_3243316191092266549 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1258,1981-11-01,33125,18859,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8229768485681546149 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1259,1981-11-01,33211,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.21:50010 is added to blk_3206064173813164493 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,3,6,314,0
1260,1981-11-01,33426,18894,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1957299792594627113 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1261,1981-11-01,33444,18940,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1690784932539647416 src: /10.251.31.180:50205 dest: /10.251.31.180:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,3,6,292,0
1262,1981-11-01,33505,18847,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6745520736924802462 terminating,E10,PacketResponder <*> for block blk_<*> terminating,3,6,311,0
1263,1981-11-01,33819,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1525964299678787959 is added to invalidSet of 10.251.37.240:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,3,6,224,0
1264,1981-11-01,33823,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7045475543362904558 is added to invalidSet of 10.251.106.214:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,3,6,224,0
